,team_api_id,team_long_name,team_short_name,team_fifa_api_id,id,date,buildUpPlaySpeed,buildUpPlaySpeedClass,buildUpPlayDribbling,buildUpPlayDribblingClass,buildUpPlayPassing,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassing,chanceCreationPassingClass,chanceCreationCrossing,chanceCreationCrossingClass,chanceCreationShooting,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressure,defencePressureClass,defenceAggression,defenceAggressionClass,defenceTeamWidth,defenceTeamWidthClass,defenceDefenderLineClass
308,8583,AJ Auxerre,AUX,57,112,2015-09-10,64,Balanced,55.0,Normal,49,Mixed,Organised,51,Normal,63,Normal,50,Normal,Organised,34,Medium,45,Press,40,Normal,Cover
309,9830,FC Nantes,NAN,71,880,2010-02-22,55,Balanced,53.0,Little,35,Mixed,Organised,60,Normal,65,Normal,35,Normal,Organised,30,Deep,45,Press,30,Narrow,Cover
310,9830,FC Nantes,NAN,71,881,2011-02-22,50,Balanced,53.0,Little,50,Mixed,Organised,35,Normal,50,Normal,35,Normal,Organised,45,Medium,55,Press,50,Normal,Cover
311,9830,FC Nantes,NAN,71,882,2012-02-22,46,Balanced,53.0,Little,51,Mixed,Organised,52,Normal,34,Normal,49,Normal,Organised,47,Medium,43,Press,50,Normal,Cover
312,9830,FC Nantes,NAN,71,883,2013-09-20,46,Balanced,53.0,Little,51,Mixed,Organised,52,Normal,44,Normal,49,Normal,Organised,47,Medium,51,Press,54,Normal,Cover
313,9830,FC Nantes,NAN,71,884,2014-09-19,63,Balanced,53.0,Normal,48,Mixed,Organised,52,Normal,55,Normal,49,Normal,Organised,47,Medium,51,Press,54,Normal,Cover
314,9830,FC Nantes,NAN,71,885,2015-09-10,63,Balanced,70.0,Lots,56,Mixed,Organised,52,Normal,55,Normal,46,Normal,Organised,39,Medium,41,Press,52,Normal,Cover
315,9827,Girondins de Bordeaux,BOR,59,204,2010-02-22,70,Fast,49.0,Little,35,Mixed,Organised,70,Risky,50,Normal,70,Lots,Organised,55,Medium,70,Double,70,Wide,Offside Trap
316,9827,Girondins de Bordeaux,BOR,59,205,2011-02-22,50,Balanced,49.0,Little,35,Mixed,Organised,50,Normal,65,Normal,65,Normal,Organised,55,Medium,45,Press,65,Normal,Cover
317,9827,Girondins de Bordeaux,BOR,59,206,2012-02-22,49,Balanced,49.0,Little,37,Mixed,Organised,49,Normal,64,Normal,51,Normal,Organised,44,Medium,46,Press,49,Normal,Cover
318,9827,Girondins de Bordeaux,BOR,59,207,2013-09-20,49,Balanced,49.0,Little,37,Mixed,Organised,49,Normal,64,Normal,51,Normal,Organised,44,Medium,46,Press,49,Normal,Cover
319,9827,Girondins de Bordeaux,BOR,59,208,2014-09-19,38,Balanced,49.0,Normal,36,Mixed,Organised,49,Normal,55,Normal,51,Normal,Organised,37,Medium,33,Contain,49,Normal,Cover
320,9827,Girondins de Bordeaux,BOR,59,209,2015-09-10,51,Balanced,40.0,Normal,48,Mixed,Organised,49,Normal,63,Normal,44,Normal,Organised,57,Medium,52,Press,49,Normal,Cover
321,7819,SM Caen,CAE,210,255,2010-02-22,65,Balanced,50.0,Little,30,Short,Organised,50,Normal,65,Normal,40,Normal,Organised,70,High,65,Press,70,Wide,Cover
322,7819,SM Caen,CAE,210,256,2011-02-22,65,Balanced,50.0,Little,35,Mixed,Organised,35,Normal,65,Normal,65,Normal,Organised,55,Medium,45,Press,65,Normal,Cover
323,7819,SM Caen,CAE,210,257,2012-02-22,48,Balanced,50.0,Little,52,Mixed,Organised,48,Normal,54,Normal,53,Normal,Organised,47,Medium,45,Press,51,Normal,Cover
324,7819,SM Caen,CAE,210,258,2013-09-20,48,Balanced,50.0,Little,52,Mixed,Organised,48,Normal,54,Normal,53,Normal,Organised,47,Medium,45,Press,51,Normal,Cover
325,7819,SM Caen,CAE,210,259,2014-09-19,62,Balanced,50.0,Normal,45,Mixed,Organised,48,Normal,54,Normal,53,Normal,Organised,43,Medium,42,Press,51,Normal,Cover
326,7819,SM Caen,CAE,210,260,2015-09-10,62,Balanced,50.0,Normal,45,Mixed,Organised,48,Normal,54,Normal,53,Normal,Organised,43,Medium,42,Press,51,Normal,Cover
327,9746,Le Havre AC,LEH,1738,682,2010-02-22,55,Balanced,56.0,Little,45,Mixed,Organised,40,Normal,50,Normal,65,Normal,Organised,30,Deep,70,Double,30,Narrow,Cover
328,9746,Le Havre AC,LEH,1738,683,2011-02-22,50,Balanced,56.0,Little,50,Mixed,Organised,65,Normal,50,Normal,65,Normal,Organised,45,Medium,45,Press,65,Normal,Cover
329,9746,Le Havre AC,LEH,1738,684,2012-02-22,46,Balanced,56.0,Little,52,Mixed,Organised,49,Normal,54,Normal,52,Normal,Organised,47,Medium,55,Press,66,Normal,Cover
330,9746,Le Havre AC,LEH,1738,685,2013-09-20,46,Balanced,56.0,Little,52,Mixed,Organised,49,Normal,54,Normal,52,Normal,Organised,47,Medium,55,Press,52,Normal,Cover
331,9746,Le Havre AC,LEH,1738,686,2014-09-19,46,Balanced,56.0,Normal,52,Mixed,Organised,49,Normal,54,Normal,52,Normal,Organised,47,Medium,55,Press,52,Normal,Cover
332,9746,Le Havre AC,LEH,1738,687,2015-09-10,46,Balanced,56.0,Normal,52,Mixed,Organised,49,Normal,54,Normal,52,Normal,Organised,47,Medium,55,Press,52,Normal,Cover
333,9831,OGC Nice,NIC,72,899,2010-02-22,70,Fast,61.0,Little,70,Long,Organised,60,Normal,30,Little,65,Normal,Organised,70,High,70,Double,70,Wide,Cover
334,9831,OGC Nice,NIC,72,900,2011-02-22,50,Balanced,61.0,Little,50,Mixed,Organised,50,Normal,50,Normal,65,Normal,Organised,45,Medium,45,Press,35,Normal,Cover
335,9831,OGC Nice,NIC,72,901,2012-02-22,48,Balanced,61.0,Little,66,Mixed,Organised,49,Normal,51,Normal,34,Normal,Organised,26,Deep,47,Press,64,Normal,Cover
336,9831,OGC Nice,NIC,72,902,2013-09-20,48,Balanced,61.0,Little,66,Mixed,Organised,49,Normal,66,Normal,34,Normal,Organised,56,Medium,47,Press,64,Normal,Cover
337,9831,OGC Nice,NIC,72,903,2014-09-19,48,Balanced,61.0,Normal,66,Mixed,Organised,49,Normal,66,Normal,34,Normal,Organised,56,Medium,47,Press,64,Normal,Cover
338,9831,OGC Nice,NIC,72,904,2015-09-10,48,Balanced,55.0,Normal,53,Mixed,Organised,49,Normal,66,Normal,38,Normal,Organised,57,Medium,47,Press,61,Normal,Cover
339,8682,Le Mans FC,LEM,1739,688,2010-02-22,70,Fast,48.0,Little,45,Mixed,Organised,65,Normal,60,Normal,65,Normal,Organised,70,High,60,Press,70,Wide,Cover
340,8682,Le Mans FC,LEM,1739,689,2011-02-22,65,Balanced,48.0,Little,50,Mixed,Organised,65,Normal,65,Normal,65,Normal,Organised,60,Medium,55,Press,35,Normal,Cover
341,8682,Le Mans FC,LEM,1739,690,2012-02-22,58,Balanced,48.0,Little,47,Mixed,Organised,49,Normal,68,Lots,50,Normal,Organised,47,Medium,44,Press,51,Normal,Cover
342,8682,Le Mans FC,LEM,1739,691,2013-09-20,58,Balanced,48.0,Little,47,Mixed,Organised,49,Normal,68,Lots,50,Normal,Organised,47,Medium,44,Press,51,Normal,Cover
343,8689,FC Lorient,LOR,217,765,2010-02-22,45,Balanced,56.0,Little,70,Long,Organised,30,Safe,50,Normal,40,Normal,Organised,70,High,60,Press,70,Wide,Offside Trap
344,8689,FC Lorient,LOR,217,766,2011-02-22,35,Balanced,56.0,Little,35,Mixed,Organised,80,Risky,50,Normal,50,Normal,Organised,55,Medium,35,Press,65,Normal,Cover
345,8689,FC Lorient,LOR,217,767,2012-02-22,60,Balanced,56.0,Little,42,Mixed,Organised,48,Normal,53,Normal,64,Normal,Organised,43,Medium,47,Press,48,Normal,Cover
346,8689,FC Lorient,LOR,217,768,2013-09-20,60,Balanced,56.0,Little,42,Mixed,Organised,48,Normal,53,Normal,64,Normal,Organised,43,Medium,47,Press,48,Normal,Cover
347,8689,FC Lorient,LOR,217,769,2014-09-19,60,Balanced,56.0,Normal,42,Mixed,Organised,48,Normal,53,Normal,64,Normal,Organised,43,Medium,47,Press,48,Normal,Cover
348,8689,FC Lorient,LOR,217,770,2015-09-10,57,Balanced,42.0,Normal,50,Mixed,Organised,48,Normal,53,Normal,46,Normal,Organised,51,Medium,56,Press,55,Normal,Cover
349,9748,Olympique Lyonnais,LYO,66,777,2010-02-22,60,Balanced,60.0,Little,40,Mixed,Organised,70,Risky,45,Normal,70,Lots,Organised,70,High,60,Press,70,Wide,Offside Trap
350,9748,Olympique Lyonnais,LYO,66,778,2011-02-22,65,Balanced,60.0,Little,50,Mixed,Organised,50,Normal,50,Normal,80,Lots,Organised,45,Medium,45,Press,65,Normal,Cover
351,9748,Olympique Lyonnais,LYO,66,779,2012-02-22,49,Balanced,60.0,Little,52,Mixed,Organised,49,Normal,54,Normal,67,Lots,Organised,46,Medium,47,Press,47,Normal,Cover
352,9748,Olympique Lyonnais,LYO,66,780,2013-09-20,49,Balanced,60.0,Little,52,Mixed,Organised,49,Normal,54,Normal,67,Lots,Organised,46,Medium,47,Press,47,Normal,Cover
353,9748,Olympique Lyonnais,LYO,66,781,2014-09-19,49,Balanced,60.0,Normal,52,Mixed,Organised,49,Normal,54,Normal,67,Lots,Organised,46,Medium,47,Press,47,Normal,Cover
354,9748,Olympique Lyonnais,LYO,66,782,2015-09-10,49,Balanced,60.0,Normal,52,Mixed,Organised,49,Normal,54,Normal,67,Lots,Organised,46,Medium,47,Press,47,Normal,Cover
355,9941,Toulouse FC,TOU,1809,1282,2010-02-22,35,Balanced,56.0,Little,70,Long,Organised,45,Normal,70,Lots,35,Normal,Organised,30,Deep,45,Press,30,Narrow,Cover
356,9941,Toulouse FC,TOU,1809,1283,2011-02-22,65,Balanced,56.0,Little,50,Mixed,Organised,50,Normal,50,Normal,65,Normal,Organised,35,Medium,55,Press,50,Normal,Cover
357,9941,Toulouse FC,TOU,1809,1284,2012-02-22,49,Balanced,56.0,Little,53,Mixed,Organised,52,Normal,34,Normal,36,Normal,Organised,36,Medium,45,Press,49,Normal,Cover
358,9941,Toulouse FC,TOU,1809,1285,2013-09-20,49,Balanced,56.0,Little,53,Mixed,Organised,52,Normal,34,Normal,36,Normal,Organised,36,Medium,45,Press,49,Normal,Cover
359,9941,Toulouse FC,TOU,1809,1286,2014-09-19,49,Balanced,56.0,Normal,53,Mixed,Organised,52,Normal,34,Normal,57,Normal,Organised,36,Medium,52,Press,49,Normal,Cover
360,9941,Toulouse FC,TOU,1809,1287,2015-09-10,49,Balanced,56.0,Normal,53,Mixed,Organised,52,Normal,34,Normal,36,Normal,Organised,36,Medium,45,Press,49,Normal,Cover
361,9829,AS Monaco,MON,69,836,2010-02-22,35,Balanced,68.0,Little,55,Mixed,Organised,65,Normal,55,Normal,45,Normal,Organised,70,High,65,Press,70,Wide,Cover
362,9829,AS Monaco,MON,69,837,2011-02-22,65,Balanced,68.0,Little,50,Mixed,Organised,65,Normal,35,Normal,50,Normal,Organised,35,Medium,55,Press,50,Normal,Cover
363,9829,AS Monaco,MON,69,838,2012-02-22,52,Balanced,68.0,Little,48,Mixed,Organised,37,Normal,37,Normal,37,Normal,Organised,35,Medium,34,Press,51,Normal,Cover
364,9829,AS Monaco,MON,69,839,2013-09-20,52,Balanced,68.0,Little,48,Mixed,Organised,37,Normal,37,Normal,37,Normal,Organised,35,Medium,34,Press,51,Normal,Cover
365,9829,AS Monaco,MON,69,840,2014-09-19,52,Balanced,68.0,Lots,48,Mixed,Organised,37,Normal,37,Normal,37,Normal,Organised,35,Medium,34,Press,51,Normal,Cover
366,9829,AS Monaco,MON,69,841,2015-09-10,52,Balanced,42.0,Normal,43,Mixed,Organised,54,Normal,56,Normal,23,Little,Organised,56,Medium,62,Press,51,Normal,Cover
367,9847,Paris Saint-Germain,PSG,73,962,2010-02-22,50,Balanced,70.0,Little,65,Mixed,Organised,40,Normal,65,Normal,55,Normal,Organised,70,High,70,Double,70,Wide,Offside Trap
368,9847,Paris Saint-Germain,PSG,73,963,2011-02-22,35,Balanced,70.0,Little,35,Mixed,Organised,35,Normal,35,Normal,50,Normal,Organised,45,Medium,55,Press,65,Normal,Cover
369,9847,Paris Saint-Germain,PSG,73,964,2012-02-22,49,Balanced,70.0,Little,41,Mixed,Organised,62,Normal,52,Normal,60,Normal,Organised,49,Medium,46,Press,52,Normal,Cover
370,9847,Paris Saint-Germain,PSG,73,965,2013-09-20,49,Balanced,70.0,Little,41,Mixed,Organised,62,Normal,52,Normal,60,Normal,Organised,49,Medium,46,Press,52,Normal,Cover
371,9847,Paris Saint-Germain,PSG,73,966,2014-09-19,49,Balanced,70.0,Lots,55,Mixed,Organised,62,Normal,61,Normal,68,Lots,Organised,57,Medium,53,Press,56,Normal,Cover
372,9847,Paris Saint-Germain,PSG,73,967,2015-09-10,49,Balanced,47.0,Normal,34,Mixed,Organised,62,Normal,61,Normal,35,Normal,Organised,57,Medium,53,Press,56,Normal,Cover
373,8481,AS Nancy-Lorraine,NAN,1823,874,2010-02-22,65,Balanced,48.0,Little,40,Mixed,Organised,60,Normal,70,Lots,30,Little,Organised,70,High,70,Double,70,Wide,Cover
374,8481,AS Nancy-Lorraine,NAN,1823,875,2011-02-22,35,Balanced,48.0,Little,35,Mixed,Organised,35,Normal,65,Normal,35,Normal,Organised,35,Medium,55,Press,50,Normal,Cover
375,8481,AS Nancy-Lorraine,NAN,1823,876,2012-02-22,49,Balanced,48.0,Little,49,Mixed,Organised,52,Normal,53,Normal,67,Lots,Organised,43,Medium,46,Press,50,Normal,Cover
376,8481,AS Nancy-Lorraine,NAN,1823,877,2013-09-20,49,Balanced,48.0,Little,49,Mixed,Organised,52,Normal,53,Normal,67,Lots,Organised,43,Medium,46,Press,50,Normal,Cover
377,8481,AS Nancy-Lorraine,NAN,1823,878,2014-09-19,49,Balanced,48.0,Normal,49,Mixed,Organised,52,Normal,53,Normal,67,Lots,Organised,43,Medium,46,Press,50,Normal,Cover
378,8481,AS Nancy-Lorraine,NAN,1823,879,2015-09-10,49,Balanced,48.0,Normal,49,Mixed,Organised,52,Normal,53,Normal,67,Lots,Organised,43,Medium,46,Press,50,Normal,Cover
379,8639,LOSC Lille,LIL,65,737,2010-02-22,70,Fast,65.0,Little,60,Mixed,Organised,50,Normal,45,Normal,55,Normal,Organised,55,Medium,70,Double,55,Normal,Cover
380,8639,LOSC Lille,LIL,65,738,2011-02-22,65,Balanced,65.0,Little,65,Mixed,Organised,50,Normal,80,Lots,50,Normal,Organised,55,Medium,55,Press,35,Normal,Cover
381,8639,LOSC Lille,LIL,65,739,2012-02-22,34,Balanced,65.0,Little,23,Short,Organised,63,Normal,52,Normal,49,Normal,Free Form,58,Medium,56,Press,48,Normal,Cover
382,8639,LOSC Lille,LIL,65,740,2013-09-20,34,Balanced,65.0,Little,42,Mixed,Organised,63,Normal,52,Normal,49,Normal,Organised,47,Medium,42,Press,48,Normal,Cover
383,8639,LOSC Lille,LIL,65,741,2014-09-19,45,Balanced,65.0,Normal,42,Mixed,Organised,68,Risky,52,Normal,49,Normal,Organised,59,Medium,42,Press,48,Normal,Cover
384,8639,LOSC Lille,LIL,65,742,2015-09-10,45,Balanced,36.0,Normal,43,Mixed,Organised,68,Risky,52,Normal,64,Normal,Organised,59,Medium,42,Press,48,Normal,Cover
385,9851,Stade Rennais FC,REN,74,1077,2010-02-22,50,Balanced,62.0,Little,45,Mixed,Organised,70,Risky,60,Normal,60,Normal,Organised,70,High,70,Double,70,Wide,Cover
386,9851,Stade Rennais FC,REN,74,1078,2011-02-22,65,Balanced,62.0,Little,35,Mixed,Organised,65,Normal,65,Normal,65,Normal,Organised,55,Medium,45,Press,65,Normal,Cover
387,9851,Stade Rennais FC,REN,74,1079,2012-02-22,64,Balanced,62.0,Little,41,Mixed,Organised,49,Normal,52,Normal,64,Normal,Organised,46,Medium,44,Press,51,Normal,Cover
388,9851,Stade Rennais FC,REN,74,1080,2013-09-20,64,Balanced,62.0,Little,41,Mixed,Organised,49,Normal,52,Normal,64,Normal,Organised,46,Medium,44,Press,51,Normal,Cover
389,9851,Stade Rennais FC,REN,74,1081,2014-09-19,64,Balanced,62.0,Normal,41,Mixed,Organised,49,Normal,52,Normal,64,Normal,Organised,46,Medium,44,Press,51,Normal,Cover
390,9851,Stade Rennais FC,REN,74,1082,2015-09-10,64,Balanced,62.0,Normal,41,Mixed,Organised,49,Normal,52,Normal,64,Normal,Organised,46,Medium,44,Press,51,Normal,Cover
391,8592,Olympique de Marseille,MAR,219,819,2010-02-22,55,Balanced,62.0,Little,45,Mixed,Organised,70,Risky,65,Normal,70,Lots,Free Form,65,Medium,70,Double,65,Normal,Offside Trap
392,8592,Olympique de Marseille,MAR,219,820,2011-02-22,65,Balanced,62.0,Little,35,Mixed,Organised,65,Normal,65,Normal,80,Lots,Free Form,55,Medium,55,Press,65,Normal,Cover
393,8592,Olympique de Marseille,MAR,219,821,2012-02-22,48,Balanced,62.0,Little,50,Mixed,Organised,49,Normal,51,Normal,48,Normal,Organised,44,Medium,48,Press,51,Normal,Cover
394,8592,Olympique de Marseille,MAR,219,822,2013-09-20,48,Balanced,62.0,Little,50,Mixed,Organised,49,Normal,77,Lots,64,Normal,Organised,44,Medium,48,Press,54,Normal,Cover
395,8592,Olympique de Marseille,MAR,219,823,2014-09-19,51,Balanced,62.0,Normal,50,Mixed,Organised,49,Normal,69,Lots,68,Lots,Organised,48,Medium,48,Press,60,Normal,Cover
396,8592,Olympique de Marseille,MAR,219,824,2015-09-10,51,Balanced,77.0,Lots,41,Mixed,Organised,49,Normal,69,Lots,31,Little,Organised,48,Medium,48,Press,60,Normal,Cover
397,9874,FC Sochaux-Montbéliard,SOC,226,1175,2010-02-22,66,Balanced,62.0,Little,70,Long,Organised,35,Normal,40,Normal,50,Normal,Organised,65,Medium,30,Contain,65,Normal,Cover
398,9874,FC Sochaux-Montbéliard,SOC,226,1176,2011-02-22,50,Balanced,62.0,Little,50,Mixed,Organised,35,Normal,65,Normal,35,Normal,Organised,45,Medium,55,Press,65,Normal,Cover
399,9874,FC Sochaux-Montbéliard,SOC,226,1177,2012-02-22,63,Balanced,62.0,Little,39,Mixed,Organised,63,Normal,72,Lots,49,Normal,Organised,54,Medium,43,Press,49,Normal,Cover
400,9874,FC Sochaux-Montbéliard,SOC,226,1178,2013-09-20,63,Balanced,62.0,Little,39,Mixed,Organised,63,Normal,64,Normal,49,Normal,Organised,54,Medium,43,Press,49,Normal,Cover
401,9874,FC Sochaux-Montbéliard,SOC,226,1179,2014-09-19,63,Balanced,62.0,Normal,39,Mixed,Organised,63,Normal,64,Normal,49,Normal,Organised,54,Medium,43,Press,49,Normal,Cover
402,9874,FC Sochaux-Montbéliard,SOC,226,1180,2015-09-10,63,Balanced,62.0,Normal,39,Mixed,Organised,63,Normal,64,Normal,49,Normal,Organised,54,Medium,43,Press,49,Normal,Cover
403,9855,Grenoble Foot 38,GRE,1805,536,2010-02-22,70,Fast,48.0,Little,70,Long,Organised,65,Normal,60,Normal,70,Lots,Organised,70,High,55,Press,70,Wide,Cover
404,9855,Grenoble Foot 38,GRE,1805,537,2011-02-22,50,Balanced,48.0,Little,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,45,Medium,45,Press,50,Normal,Cover
405,9873,Valenciennes FC,VAL,110456,1314,2010-02-22,60,Balanced,59.0,Little,70,Long,Organised,50,Normal,60,Normal,60,Normal,Organised,30,Deep,55,Press,30,Narrow,Cover
406,9873,Valenciennes FC,VAL,110456,1315,2011-02-22,65,Balanced,59.0,Little,50,Mixed,Organised,50,Normal,65,Normal,50,Normal,Organised,45,Medium,45,Press,65,Normal,Cover
407,9873,Valenciennes FC,VAL,110456,1316,2012-02-22,49,Balanced,59.0,Little,50,Mixed,Organised,51,Normal,60,Normal,61,Normal,Organised,43,Medium,57,Press,51,Normal,Cover
408,9873,Valenciennes FC,VAL,110456,1317,2013-09-20,49,Balanced,59.0,Little,50,Mixed,Organised,51,Normal,76,Lots,61,Normal,Organised,43,Medium,57,Press,51,Normal,Cover
409,9873,Valenciennes FC,VAL,110456,1318,2014-09-19,49,Balanced,59.0,Normal,52,Mixed,Organised,51,Normal,67,Lots,56,Normal,Organised,47,Medium,51,Press,46,Normal,Cover
410,9873,Valenciennes FC,VAL,110456,1319,2015-09-10,49,Balanced,59.0,Normal,52,Mixed,Organised,51,Normal,67,Lots,56,Normal,Organised,47,Medium,51,Press,46,Normal,Cover
411,9853,AS Saint-Étienne,ETI,1819,1119,2010-02-22,65,Balanced,55.0,Little,65,Mixed,Organised,55,Normal,60,Normal,60,Normal,Organised,30,Deep,30,Contain,30,Narrow,Offside Trap
412,9853,AS Saint-Étienne,ETI,1819,1120,2011-02-22,65,Balanced,55.0,Little,35,Mixed,Organised,35,Normal,65,Normal,65,Normal,Organised,35,Medium,45,Press,65,Normal,Cover
413,9853,AS Saint-Étienne,ETI,1819,1121,2012-02-22,49,Balanced,55.0,Little,52,Mixed,Organised,48,Normal,52,Normal,52,Normal,Organised,35,Medium,44,Press,50,Normal,Cover
414,9853,AS Saint-Étienne,ETI,1819,1122,2013-09-20,49,Balanced,55.0,Little,52,Mixed,Organised,48,Normal,52,Normal,52,Normal,Organised,35,Medium,44,Press,50,Normal,Cover
415,9853,AS Saint-Étienne,ETI,1819,1123,2014-09-19,58,Balanced,55.0,Normal,52,Mixed,Organised,48,Normal,52,Normal,52,Normal,Organised,35,Medium,44,Press,50,Normal,Cover
416,9853,AS Saint-Étienne,ETI,1819,1124,2015-09-10,58,Balanced,55.0,Normal,52,Mixed,Organised,48,Normal,64,Normal,52,Normal,Organised,48,Medium,51,Press,49,Normal,Cover
417,8588,RC Lens,LEN,64,720,2010-02-22,30,Slow,52.0,Little,30,Short,Organised,60,Normal,50,Normal,70,Lots,Organised,70,High,60,Press,70,Wide,Offside Trap
418,8588,RC Lens,LEN,64,721,2011-02-22,65,Balanced,52.0,Little,50,Mixed,Organised,50,Normal,65,Normal,65,Normal,Organised,45,Medium,55,Press,50,Normal,Cover
419,8588,RC Lens,LEN,64,722,2012-02-22,64,Balanced,52.0,Little,49,Mixed,Organised,49,Normal,53,Normal,34,Normal,Organised,46,Medium,44,Press,49,Normal,Cover
420,8588,RC Lens,LEN,64,723,2013-09-20,64,Balanced,52.0,Little,49,Mixed,Organised,49,Normal,53,Normal,37,Normal,Organised,42,Medium,44,Press,49,Normal,Cover
421,8588,RC Lens,LEN,64,724,2014-09-19,64,Balanced,52.0,Normal,49,Mixed,Organised,49,Normal,53,Normal,34,Normal,Organised,46,Medium,44,Press,49,Normal,Cover
422,8588,RC Lens,LEN,64,725,2015-09-10,64,Balanced,44.0,Normal,50,Mixed,Organised,49,Normal,53,Normal,46,Normal,Organised,46,Medium,44,Press,49,Normal,Cover
423,10249,Montpellier Hérault SC,MON,70,845,2010-02-22,35,Balanced,58.0,Little,35,Mixed,Organised,55,Normal,35,Normal,70,Lots,Organised,70,High,70,Double,70,Wide,Offside Trap
424,10249,Montpellier Hérault SC,MON,70,846,2011-02-22,50,Balanced,58.0,Little,50,Mixed,Organised,35,Normal,50,Normal,50,Normal,Organised,35,Medium,55,Press,65,Normal,Cover
425,10249,Montpellier Hérault SC,MON,70,847,2012-02-22,52,Balanced,58.0,Little,47,Mixed,Organised,48,Normal,49,Normal,52,Normal,Organised,34,Medium,43,Press,37,Normal,Cover
426,10249,Montpellier Hérault SC,MON,70,848,2013-09-20,52,Balanced,58.0,Little,47,Mixed,Organised,48,Normal,49,Normal,52,Normal,Organised,34,Medium,43,Press,37,Normal,Cover
427,10249,Montpellier Hérault SC,MON,70,849,2014-09-19,52,Balanced,58.0,Normal,47,Mixed,Organised,48,Normal,49,Normal,52,Normal,Organised,53,Medium,56,Press,48,Normal,Cover
428,10249,Montpellier Hérault SC,MON,70,850,2015-09-10,54,Balanced,43.0,Normal,65,Mixed,Organised,48,Normal,49,Normal,45,Normal,Organised,53,Medium,56,Press,48,Normal,Cover
429,4170,US Boulogne Cote D'Opale,BOU,111376,222,2010-02-22,45,Balanced,48.0,Little,30,Short,Organised,35,Normal,55,Normal,60,Normal,Organised,70,High,60,Press,70,Wide,Offside Trap
430,4170,US Boulogne Cote D'Opale,BOU,111376,223,2011-02-22,50,Balanced,48.0,Little,35,Mixed,Organised,35,Normal,65,Normal,65,Normal,Organised,35,Medium,55,Press,65,Normal,Cover
431,4170,US Boulogne Cote D'Opale,BOU,111376,224,2012-02-22,49,Balanced,48.0,Little,37,Mixed,Organised,47,Normal,57,Normal,50,Normal,Organised,45,Medium,44,Press,66,Normal,Cover
432,108893,AC Arles-Avignon,ARL,111989,60,2010-02-22,50,Balanced,48.0,Little,65,Mixed,Organised,30,Safe,35,Normal,30,Little,Organised,30,Deep,50,Press,35,Normal,Cover
433,108893,AC Arles-Avignon,ARL,111989,61,2011-02-22,50,Balanced,48.0,Little,65,Mixed,Organised,35,Normal,35,Normal,35,Normal,Organised,25,Deep,45,Press,35,Normal,Cover
434,108893,AC Arles-Avignon,ARL,111989,62,2012-02-22,23,Slow,48.0,Little,33,Short,Organised,49,Normal,40,Normal,43,Normal,Organised,44,Medium,32,Contain,36,Normal,Cover
435,108893,AC Arles-Avignon,ARL,111989,63,2013-09-20,41,Balanced,48.0,Little,48,Mixed,Organised,58,Normal,40,Normal,43,Normal,Organised,39,Medium,43,Press,58,Normal,Cover
436,108893,AC Arles-Avignon,ARL,111989,64,2014-09-19,39,Balanced,48.0,Normal,54,Mixed,Organised,49,Normal,40,Normal,43,Normal,Organised,44,Medium,53,Press,57,Normal,Cover
437,108893,AC Arles-Avignon,ARL,111989,65,2015-09-10,56,Balanced,46.0,Normal,54,Mixed,Organised,55,Normal,40,Normal,43,Normal,Organised,48,Medium,53,Press,57,Normal,Cover
438,8521,Stade Brestois 29,BRE,378,243,2010-02-22,50,Balanced,48.0,Little,40,Mixed,Organised,30,Safe,40,Normal,60,Normal,Organised,70,High,70,Double,70,Wide,Cover
439,8521,Stade Brestois 29,BRE,378,244,2011-02-22,65,Balanced,48.0,Little,35,Mixed,Organised,50,Normal,65,Normal,50,Normal,Organised,55,Medium,45,Press,65,Normal,Cover
440,8521,Stade Brestois 29,BRE,378,245,2012-02-22,64,Balanced,48.0,Little,62,Mixed,Organised,49,Normal,53,Normal,66,Normal,Organised,44,Medium,34,Press,51,Normal,Cover
441,8521,Stade Brestois 29,BRE,378,246,2013-09-20,59,Balanced,48.0,Little,54,Mixed,Organised,49,Normal,53,Normal,66,Normal,Organised,44,Medium,34,Press,51,Normal,Cover
442,8521,Stade Brestois 29,BRE,378,247,2014-09-19,59,Balanced,48.0,Normal,54,Mixed,Organised,49,Normal,53,Normal,66,Normal,Organised,44,Medium,34,Press,51,Normal,Cover
443,8521,Stade Brestois 29,BRE,378,248,2015-09-10,59,Balanced,48.0,Normal,54,Mixed,Organised,49,Normal,53,Normal,66,Normal,Organised,44,Medium,34,Press,51,Normal,Cover
444,8576,AC Ajaccio,AJA,614,10,2010-02-22,60,Balanced,57.0,Little,40,Mixed,Organised,45,Normal,35,Normal,55,Normal,Organised,30,Deep,70,Double,30,Narrow,Offside Trap
445,8576,AC Ajaccio,AJA,614,11,2011-02-22,65,Balanced,57.0,Little,45,Mixed,Organised,65,Normal,65,Normal,50,Normal,Organised,45,Medium,45,Press,50,Normal,Cover
446,8576,AC Ajaccio,AJA,614,12,2012-02-22,59,Balanced,57.0,Little,52,Mixed,Organised,48,Normal,34,Normal,52,Normal,Organised,38,Medium,47,Press,53,Normal,Cover
